Name,English,Translation,Restrictions,Comment
SearchInScript_Search,Find...,検索...,,Search in Script Search default box text
SearchInScript_Replace,Replace...,置換...,,Search in Script Replace default box text
SearchInScript_SelectionOnly,Selection Only,選択範囲のみ,,Search in Script Selection Only
DnD_Gadget_DirectionalInput,Directional Input,Directional Input,,DnD™ gadget for directional input
DnD_Gadget_NumericInput,Numeric Input,Numeric Input,,DnD™ gadget for numeric input
DnD_Gadget_ApplyTo,Apply To,Apply To,,DnD™ gadget for applying to a specific object or instance
DnD_Gadget_IsRelative,Is Relative,Is Relative,,DnD™ gadget for determining if a change is relative
DnD_Gadget_IsTemp,Is Temp,Is Temp,,DnD™ gadget for determining if a target is temp
DnD_Gadget_TextInput,Text Input,Text Input,,DnD™ gadget for text input
DnD_Gadget_ExpressionInput,Expression,Expression,,DnD™ gadget for expression input
DnD_Gadget_MenuInput,Menu Input,Menu Input,,DnD™ gadget for menu input
DnD_Gadget_MenuExpressionInput,Menu Expression Input,Menu Expression Input,,DnD™ gadget for menu expression input
DnD_Gadget_ResourceSelection,Resource Selection,Resource Selection,,DnD™ gadget for resource selection
DnD_Gadget_ResourceSelection_SelectResource,Select Resource,Select Resource,,DnD™ gadget list view explorer title
DnD_Gadget_BooleanInput,Boolean Input,Boolean Input,,DnD™ gadget for boolean input
DnD_Gadget_BooleanExprInput,Boolean Expression Input,Boolean Expression Input,,DnD™ gadget for boolean input
DnD_Gadget_ColorPicker,Colour Picker,Colour Picker,,DnD™ gadget for picking a color
DnD_Gadget_ColorPalette,Colour Palette,Colour Palette,,DnD™ gadget for picking a color
DnD_Gadget_MultiLineTextInput,Text Input (MultiLine),Text Input (MultiLine),,DnD™ gadget for multiline text input
DnD_Gadget_CodeInput,Code Input,Code Input,,DnD™ gadget for code input
DnD_Gadget_Caption_GroupSelector,Options,Options,,DnD™ label caption for the group selector gadget
DnD_Gadget_GroupSelector,Group Selector,Group Selector,,DnD™ group selector gadget name
DnD_Gadget_Caption_IsRelative,Relative,Relative,,DnD™ gadget caption name for Is Relative
DnD_Gadget_Caption_IsTemp,Temp,Temp,,DnD™ gadget caption name for Is Temp
DnD_Gadget_Caption_ApplyTo,Apply To,Apply To,,DnD™ gadget caption name for Apply To
DnDMaker_AppTitle,DnD™ Maker,DnD™ Maker,,DnD™ Maker application title
DnDMaker_Arguments,Arguments,Arguments,,DnD™ Maker argument gadgets header
DnDMaker_Gadgets,Gadgets,Gadgets,,DnD™ Maker gui gadgets header
DnDMaker_Properties,Argument Properties,Argument Properties,,DnD™ Maker properties header
DnDMaker_Layout,Argument Layout,Argument Layout,,DnD™ Maker layout header
DnDMaker_LivePreview,Node Designer ({0}),Node Designer ({0}),,DnD™ Maker live preview header
DnDMaker_NoAction,No Action,No Action,,DnD™ Maker designer title no action selected
DnDMaker_Groups,Layout Groups,Layout Groups,,DnD™ Maker layout groups view header
DnDMaker_Menu_Library,Library,Library,,DnD™ Maker menu entry
DnDMaker_Menu_Nodes,Nodes,Nodes,,DnD™ Maker menu entry
DnDMaker_Menu_Layout,Layout,Layout,,DnD™ Maker menu entry
DnDMaker_Menu_Translation,Translations,Translations,,DnD Maker menu entry
DnDMaker_LangName,Name,Name,,column
DnDMaker_LangEng,English,English,,column
DnDMaker_LangTrans,Translation,Translation,,column
DnDMaker_LangRes,Restrictions,Restrictions,,column
DnDMaker_LangDesc,Description,Description,,column
DnDMaker_Menu_Languages,Languages,Languages,,DnD™ Maker menu entry
DnDMaker_Menu_NewLang,New Language,New Language,,DnD™ Maker menu entry
DnDMaker_Menu_EditLang,Edit Language,Edit Language,,DnD™ Maker menu entry
DnDMaker_Group_Default,Default,Default,,DnD™ Maker default group name
DnDMaker_NewGroup,Group,Group,,DnD™ Maker default new group name
DnDMaker_NewSection,New Section,New Section,,DnD™ Maker default new section name
DnDMaker_NewAction,New Action,New Action,,DnD™ Maker default new action name
DnDMaker_Menu_NewNode,New Node,New Node,,DnD™ Maker new node menu item
DnDMaker_Menu_SaveNode,Save Node,Save Node,,DnD™ Maker save node menu item
DnDMaker_Menu_PreviewNode,Preview,Preview,,DnD™ Maker preview node menu item
DnDMaker_Menu_EvaluateNode,Evaluate,Evaluate,,DnD™ Maker evaluate node menu item
DnDMaker_Menu_LoadLibrary,Load Library,Load Library,,DnD™ Maker load library menu item
DnDMaker_Menu_SaveLibrary,Save Library,Save Library,,DnD™ Maker save library menu item
DnDMaker_Menu_NewLibrary,New Library,New Library,,DnD™ Maker new library menu item
DnDMaker_Library,My Library,My Library,,DnD™ Maker library header text
DnDMaker_Menu_ExportLibrary,Export Library,Export Library,,DnD™ Maker export library menu item
DnDMaker_LibWizard_Label,Write new library name,Write new library name,,DnD™ Maker library wizard name label
DnDMaker_LibWizard_OK,Create Library,Create Library,,DnD™ Maker library wizard OK button
DnDMaker_LibWizard_Cancel,Cancel,Cancel,,DnD™ Maker library wizard Cancel button
DnDMaker_Menu_Sections,Sections,Sections,,DnD™ Maker sections menu item
DnDMaker_Menu_AddSection,Add Section,Add Section,,DnD™ Maker add section menu item
DnDMaker_Menu_LayoutWizard,Open Layout Wizard...,Open Layout Wizard...,,DnD™ Maker Open Layout Wizard menu item
DnDMaker_Menu_ExpandLocalisation,Expand Localisation,Expand Localisation,,DnD™ Maker Open Layout Wizard menu item
DnDMaker_Menu_AddGroup,Add Layout Group,Add Layout Group,,DnD™ Maker add layout group menu item
DnDMaker_Menu_RenameGroup,Rename Layout Group,Rename Layout Group,,DnD™ Maker rename layout group menu item
DnDMaker_Menu_RemoveGroup,Remove Layout Group,Remove Layout Group,,DnD™ Maker remove layout group menu item
DnDMaker_CMenu_AddSection,Add Section,Add Section,,DnD™ Maker context menu add section caption
DnDMaker_CMenu_RemoveSectionOrAction,Remove,Remove,,DnD™ Maker library context menu remove caption
DnDMaker_CMenu_RenameSectionOrAction,Rename,Rename,,DnD™ Maker library context menu rename caption
DnDMaker_CMenu_EditAction,Edit Action,Edit Action,,DnD™ Maker library context menu edit caption
DnDMaker_CMenu_RemoveGadget,Remove Gadget,Remove Gadget,,DnD™ Maker designer remove gadget menu entry
DnDMaker_CMenu_CopyGadget,Copy Gadget,Copy Gadget,,DnD™ Maker designer copy gadget menu entry
DnDMaker_CMenu_CutGadget,Cut Gadget,Cut Gadget,,DnD™ Maker designer cut gadget menu entry
DnDMaker_CMenu_PasteGadget,Paste Gadget,Paste Gadget,,DnD™ Maker designer paste gadget menu entry
DnDMaker_PopUp_OK,OK,OK,,DnD™ Maker popup window OK button
DnDMaker_MustMakeLibrary,No library loaded.,No library loaded.,,DnD™ Maker no library loaded warning message
DnDMaker_CMenu_AddGroup,Add Group,Add Group,,DnD™ Maker add group menu entry
DnDMaker_CMenu_RenameGroup,Rename Group,Rename Group,,DnD™ Maker rename group menu entry
DnDMaker_CMenu_RemoveGroup,Remove Group,Remove Group,,DnD™ Maker remove group menu entry
DnDMaker_CannotDeleteDefaultGroup,Default group cannot be deleted.,Default group cannot be deleted.,,DnD™ Maker warning message
DnDMaker_CannotDeleteLibrary,Library cannot be deleted.,Library cannot be deleted.,,DnD™ Maker cannot delete library node warning message
DnDMaker_InvalidActionName,Invalid action name: must be XML compatible.,Invalid action name: must be XML compatible.,,DnD™ Maker invalid action name warning message
DnDMaker_NoActionLayout,This action has no layout.,This action has no layout.,,DnD™ Maker invalid action layout warning message
DnDMaker_CantShowPreview,Error -- Cannot show preview.,Error -- Cannot show preview.,,DnD™ Maker cannot show preview warning message
DnDMaker_NotEditingAction,You are not editing an action.,You are not editing an action.,,DnD™ Maker not editing action warning message
DnDMaker_NotPreviewingAction,You are not previewing an action.,You are not previewing an action.,,DnD™ Maker not previewing action warning message
DnDMaker_EvaluationResult,Evaluation Result,Evaluation Result,,DnD™ Maker evaluation result window caption
DnDMaker_ActionProperties,Action Properties,Action Properties,,DnD™ Maker action properties caption
DnDMaker_DefaultCode,// Your code here,// Your code here,,DnD™ Maker default code input for group
DnDMaker_CodeCaption,Code (Group: {0}),Code (Group: {0}),,DnD™ Maker code for selected group caption
DnDMaker_SaveError,Saving failed.,Saving failed.,,DnD™ Maker save error message
DnDMaker_SaveComplete,Library saved.,Library saved.,,DnD™ Maker library save message
DnDMaker_DialogTitle,DnD™ Maker,DnD™ Maker,,DnD™ Maker dialog title
DnDMaker_UnsavedChanges,There are unsaved changes. Do you want to save?,There are unsaved changes. Do you want to save?,,DnD™ Maker unsaved changes confirmation dialog
DnDMaker_UnsavedLibrary,Do you want to save the current library before continuing?,Do you want to save the current library before continuing?,,DnD™ Maker unsaved library
DnDMaker_ExportFailed,Exporting library failed.,Exporting library failed.,,DnD™ Maker export failed message
DnDMaker_OpenFailed,Couldn't open the specified library.,Couldn't open the specified library.,,DnD™ Maker open library error message
DnDMaker_CantParentAction,Actions can't be parents.,Actions can't be parents.,,DnD™ Maker drag into action error
DnDMaker_CantParentGadget,Gadgets can't be parents.,Gadgets can't be parents.,,DnD™ Maker drag into Gadgets error
